,Hotel_name,Rating,Coordinates,Description,Link,City
66,ibis budget Nimes Centre Gare,"8,0","43.83205590,4.36736450","[""Situé à seulement 50 mètres de la gare de Nîmes, l'ibis Budget Nîmes Centre Gare vous propose une réception ouverte 24h/24, une bagagerie et une connexion Wi-Fi gratuite dans l'ensemble de l'établissement. Le centre-ville est accessible en 5 minutes à pied."", ""Toutes les chambres sont climatisées et insonorisées. Elles sont dotées d'une télévision par satellite à écran plat et d'un bureau. Elles contiennent aussi une salle de bains privative."", ""L'hôtel vous propose un petit-déjeuner buffet tous les jours. Des boissons et des collations rapides sont également disponibles dans les distributeurs automatiques se trouvant sur place."", ""Montpellier et Le Grau-du-Roi sont à 45 minutes de route. L'aéroport de Nîmes-Alès-Camargue est idéalement situé à 10 minutes en voiture et vous trouverez un parking privé à proximité. "", ""\nC'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nibis Budget\n']",<200 https://www.booking.com/hotel/fr/ibis-budget-nimes-centre-gare.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
67,HÔTEL C SUITES chambres spacieuses,"7,2","43.81537700,4.34590500","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement HÔTEL C SUITES chambres spacieuses\xa0! "", ' pour économiser.', 'L’HÔTEL C SUITES chambres spacieuses est un complexe urbain installé à Nîmes, à seulement 3 km des arènes. Installé dans un parc arboré de 1 hectare, cet hôtel entièrement rénové met à votre disposition une piscine extérieure, un court de tennis, un terrain de pétanque et une aire de jeux pour enfants.', 'Les chambres spacieuses du C Suites sont équipées d’une connexion Wi-Fi haut débit gratuite et d’une télévision à écran plat avec chaînes internationales. Leur salle de bains privative est pourvue d’une baignoire ou d’une douche.', 'Lors de votre séjour, vous pourrez profiter du bar à vins et tapas C Unik, qui vous attend à côté de la piscine. Ce bar sert une grande sélection de vins et de cigares.', 'Le C Suites possède une réception ouverte 24h/24 et un parking gratuit. Idéalement situé à 1,5 km de la sortie de l’autoroute, l’HÔTEL C SUITES vous accueille à 1,5 km du Parc Expo Nîmes et à 5,7 km du parcours de golf de Nîmes-Vacquerolles. À moins de 40 km, vous pourrez visiter le pont du Gard, Avignon, Arles et Aigues-Mortes. ', '\n', '\n']",<200 https://www.booking.com/hotel/fr/c-suites.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
68,Campanile Nîmes Centre Mas-Carbonnel,"6,9","43.82273112,4.36412573","[""Doté d'une connexion Wi-Fi gratuite, le Campanile Nîmes Centre Mas-Carbonnel est un hôtel 3 étoiles proposant des hébergements à Nîmes, à moins de 20 minutes de marche de la gare, de la Maison Carrée et des arènes de la ville. Sa réception est ouverte 24h/24, et des journaux quotidiens sont disponibles."", ""Les chambres sont climatisées et disposent d'un plateau/bouilloire. Leur salle de bains privative est pourvue d'une baignoire ou d'une douche."", ""Vous pourrez regarder les chaînes RMC Sport dans votre chambre et dans le salon de l'hôtel. Une salle de sport est disponible à moins de 1 minute de marche."", ""Le Campanile Nîmes Centre Mas-Carbonnel est à 45 minutes de route des plages de La Grande-Motte et du Grau-du-Roi. Vous pourrez profiter d'un parking privé sécurisé moyennant des frais supplémentaires. Des places de stationnement en bord de rue sont disponibles gratuitement à proximité. "", '\n', '\nChaîne hôtelière/marque:\nCampanile\n']",<200 https://www.booking.com/hotel/fr/campanile-nimes-centre-mas-carbonnel.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
69,Le Mas du Lac,"8,5","43.99228663,4.43396687","[""Situé dans un parc arboré à 4 km du centre d'Uzés, Le Mas du Lac est une chambre d'hôtes occupant un bâtiment restauré du XVIe siècle. Vous aurez accès à une piscine extérieure ouverte en saison. Une connexion Wi-Fi dans les parties communes et un parking sont disponibles gratuitement."", ""Toutes les chambres possèdent une salle de bains privative pourvue d'une baignoire ou d'une douche."", 'Le petit-déjeuner est servi tous les matins, tandis que des plats traditionnels préparés avec des ingrédients frais et locaux sont disponibles sur demande.', ""Le Mas du Lac est à seulement 1 km du parcours de golf d'Uzès et à 37 km de l'aéroport de Nîmes. "", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/le-mas-du-lac.fr.html?label=gen173nr-1FCAMoTUIEdXplc0gNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC4aaNlAbAAgHSAiRhMGU3NGQ2Mi05NGE5LTQ0MjMtODAzZC01MGM4NzI2NjU1ZmLYAgXgAgE;sid=ef82c8d8698be08da667d7953012603f>,2
70,UZES APPART HOTEL Résidence Le Mas des Oliviers,"7,6","44.01263259,4.41414893","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement UZES APPART HOTEL Résidence Le Mas des Oliviers\xa0! "", ' pour économiser.', ""Décoré dans un style provençal, l'UZES APPART HOTEL Résidence Le Mas des Oliviers est situé à 500 mètres du centre d'Uzès et à 1 km de la cathédrale de la ville. Il propose une connexion Wi-Fi gratuite et une piscine intérieure chauffée ouverte d'avril à octobre."", ""Dotés d'une terrasse ou d'un balcon privés, tous les appartements comprennent du carrelage, la climatisation et un salon avec une télévision à écran LCD. Leur salle de bains privative est pourvue d'articles de toilette gratuits."", 'Sur réservation préalable, vous pourrez savourer un petit-déjeuner continental livré chaque matin dans un panier à votre appartement. Vous aurez aussi la possibilité de préparer vos repas dans votre kitchenette équipée de plaques de cuisson.', ""Sur place, vous disposerez de livres et de jeux de société, ainsi que d'un parking souterrain privé gratuit. Vous séjournerez à 30 km de Nîmes et d'Avignon. Par ailleurs, le samedi, vous aurez l'occasion de découvrir le marché provençal d'Uzès. Enfin, l'UZES APPART HOTEL Résidence Le Mas des Oliviers vous fera bénéficier d'un bon de réduction pour visiter le pont du Gard. "", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/le-mas-des-oliviers-ulv.fr.html?label=gen173nr-1FCAMoTUIEdXplc0gNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC4aaNlAbAAgHSAiRhMGU3NGQ2Mi05NGE5LTQ0MjMtODAzZC01MGM4NzI2NjU1ZmLYAgXgAgE;sid=ef82c8d8698be08da667d7953012603f>,2
71,La Maison d'Uzès Relais & Châteaux,"8,4","44.01274447,4.42113072","[""Située dans le centre de la vieille ville d'Uzès, La Maison d'Uzès Relais & Châteaux se situe dans un bâtiment classé et propose un hammam ainsi qu'un bain romain (dont l'accès est gratuit pendant une demi-heure lors de la réservation d'un soin). Les soins spa de L'Occitane en Provence sont quant à eux également disponibles moyennant des frais supplémentaires."", ""Les chambres possèdent une télévision par satellite à écran plat et un iPad. Leur salle de bains privative est pourvue d'une baignoire ou d'une douche et d'articles de toilette mis gracieusement à votre disposition."", ""Le restaurant de l'hôtel sert une cuisine française moderne et des spécialités locales. Vous trouverez d'autres restaurants et des bars à moins de 200 mètres."", ""La gare ferroviaire de Nîmes est à 25 km. L'aéroport d'Avignon-Provence se situe à une heure en voiture. "", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/la-maison-d-uza-s.fr.html?label=gen173nr-1FCAMoTUIEdXplc0gNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC4aaNlAbAAgHSAiRhMGU3NGQ2Mi05NGE5LTQ0MjMtODAzZC01MGM4NzI2NjU1ZmLYAgXgAgE;sid=ef82c8d8698be08da667d7953012603f>,2
72,Hostellerie Provençale,"8,7","44.00924515,4.41617399","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hostellerie Provençale\xa0! "", ' pour économiser.', ""En séjournant dans le centre d'Uzès, vous pourrez pleinement apprécier les charmes de cet hôtel typiquement provençal. L'Hostellerie Provençale et son personnel seront ravis de vous accueillir."", ""L'Hostellerie Provençale occupe une maison vieille de 300 ans proposant à la fois le charme d'une ancienne demeure et la modernité du XXIe siècle."", ""Vous pourrez prendre votre petit-déjeuner sur la terrasse, bénéficiant d'une vue sur Uzès et ses environs. Le restaurant sert des plats méditerranéens et des plats préparés à partir de produits frais issus du marché."", ""Un marché régional se tient sur la Place aux Herbes, à côté de l'hôtel. Vous pourrez également profiter de votre séjour pour visiter le pont du Gard, la Maison Carrée à Nîmes et le palais des papes à Avignon."", ""Un parking public se trouve à moins de 5 minutes de marche de l'hôtel. "", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/hostellerie-provencale.fr.html?label=gen173nr-1FCAMoTUIEdXplc0gNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC4aaNlAbAAgHSAiRhMGU3NGQ2Mi05NGE5LTQ0MjMtODAzZC01MGM4NzI2NjU1ZmLYAgXgAgE;sid=ef82c8d8698be08da667d7953012603f>,2
73,Patio De Violette,"8,6","44.02843142,4.42002386","[""Situé dans la campagne du Languedoc-Roussillon, le Patio De Violette se trouve à 2 minutes de route de la ville d'Uzès. Il dispose d'une piscine extérieure avec un solarium et d'un patio fleuri au premier étage."", ""Toutes les chambres climatisées sont équipées d'une télévision par satellite et d'une connexion Wi-Fi gratuite. Elles sont insonorisées et comprennent un balcon surplombant le patio et une salle de bains privative pourvue d'un sèche-cheveux."", 'Un petit-déjeuner buffet est servi chaque matin.', ""Doté sur place d'un parking privé gratuit, l'établissement est installé à 8 km du célèbre pont du Gard. Le musée Haribo est accessible en 5 minutes de route et un service de navette gratuit est assuré les mercredis et samedis. "", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/patio-de-violette.fr.html?label=gen173nr-1FCAMoTUIEdXplc0gNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC4aaNlAbAAgHSAiRhMGU3NGQ2Mi05NGE5LTQ0MjMtODAzZC01MGM4NzI2NjU1ZmLYAgXgAgE;sid=ef82c8d8698be08da667d7953012603f>,2
74,La Taverne,"8,7","44.01465900,4.42005150","[""L'établissement La Taverne est situé à Uzès, dans une rue piétonne, à seulement 2 minutes à pied du château du Duché. L'office de tourisme est à 100 mètres de là et le musée Haribo, à 3 km."", ""Les chambres sont décorées dans un style contemporain et bénéficient d'une connexion Wi-Fi gratuite. Chacune d'entre elles est dotée d'une télévision à écran LCD, de la climatisation et d'une salle de bains privative pourvue d'articles de toilette gratuits."", ""Le petit-déjeuner est servi tous les matins dans la salle prévue à cet effet. L'établissement propose aussi une bagagerie et des journaux à la réception."", ""Vous pourrez admirer le pont du Gard à 14 km ou visiter Nîmes, accessible en 30 minutes en voiture. L'hôtel se trouve à côté de la mairie d'Uzès. "", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/la-taverne.fr.html?label=gen173nr-1FCAMoTUIEdXplc0gNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC4aaNlAbAAgHSAiRhMGU3NGQ2Mi05NGE5LTQ0MjMtODAzZC01MGM4NzI2NjU1ZmLYAgXgAgE;sid=ef82c8d8698be08da667d7953012603f>,2
75,Logis Uzès Pont du Gard,"7,8","44.00284485,4.41645205","['Le Logis Uzès Pont du Gard propose des chambres confortables et bien équipées à seulement 10 minutes de marche du centre. Vous trouverez sur place une piscine extérieure, 2 courts de tennis et un excellent restaurant.', ""Toutes les chambres disposent d'une télévision par satellite et d'une salle de bains privative. Une connexion Wi-Fi illimitée est disponible gratuitement."", ""Le restaurant de l'hôtel sert une cuisine française traditionnelle et offre une vue sur la piscine. En été, vous pourrez prendre vos repas sur la terrasse ombragée."", ""En plus d'une piscine et de courts de tennis, le Best Western met un terrain de pétanque à votre disposition."", 'Le Logis Uzès Pont du Gard bénéficie d’un emplacement idéal pour visiter Uzès. La place aux Herbes et la tour Fenestrelle se trouvent à proximité. ', ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nLogis Hôtels\n']",<200 https://www.booking.com/hotel/fr/uzes.fr.html?label=gen173nr-1FCAMoTUIEdXplc0gNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC4aaNlAbAAgHSAiRhMGU3NGQ2Mi05NGE5LTQ0MjMtODAzZC01MGM4NzI2NjU1ZmLYAgXgAgE;sid=ef82c8d8698be08da667d7953012603f>,2
76,Boutique Hôtel Entraigues,"8,8","44.01246437,4.42180011","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Boutique Hôtel Entraigues\xa0! "", ' pour économiser.', 'Doté d’une piscine extérieure, le Boutique Hôtel Entraigues vous accueille à Uzès, dans le Languedoc-Roussillon, à 32 km d’Avignon. Il possède une terrasse bien exposée et offre une vue sur la ville. Une connexion Wi-Fi est disponible gratuitement dans l’ensemble de l’établissement, et vous pourrez profiter d’un parking privé sur place moyennant des frais supplémentaires et sous réserve de disponibilité.', 'Les chambres sont climatisées et disposent d’une télévision par câble à écran plat ainsi que d’un plateau/bouilloire. Certaines comportent une terrasse, un patio ou un coin salon où vous pourrez vous détendre après une journée bien remplie.', 'Vous trouverez plusieurs restaurants à moins de 2 minutes de marche.', 'Vous aurez la possibilité de pratiquer différentes activités dans les environs, telles que le golf et le vélo. L’Hôtel Entraigues est à 20 km de Nîmes et à 41 km d’Arles. L’aéroport d’Avignon-Provence est, quant à lui, situé à 40 km. ', ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/entraigues-uzes2.fr.html?label=gen173nr-1FCAMoTUIEdXplc0gNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC4aaNlAbAAgHSAiRhMGU3NGQ2Mi05NGE5LTQ0MjMtODAzZC01MGM4NzI2NjU1ZmLYAgXgAgE;sid=ef82c8d8698be08da667d7953012603f>,2
77,Hôtel Le Saint-Geniès,"8,9","44.02305334,4.42047223","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Le Saint-Geniès\xa0! "", ' pour économiser.', ""Cet hôtel à la gestion familiale est situé au cœur d'un jardin, dans un quartier résidentiel paisible à 1,5 km du centre historique d'Uzès. Il comprend une piscine extérieure et offre de belles vues sur la campagne."", ""L'hôtel Le Saint-Geniès dispose de confortables chambres insonorisées dotées de la climatisation et d'une télévision par câble à écran plat. Les salles de bains privatives disposent d'un sèche-cheveux et d'une douche."", ""Tous les matins, l'hôtel Le Saint-Geniès vous servira un petit-déjeuner buffet complet que vous pourrez déguster sur la terrasse. Vous pourrez également vous détendre sur la terrasse bien exposée près de la piscine."", ""L'hôtel Saint-Geniès met à votre disposition une connexion Wi-Fi gratuite dans votre chambre. L'établissement se trouve à 30 km de Nîmes, à 16 km du Pont du Gard et à 30 minutes de route d'Avignon. Un parking public est disponible gratuitement sur place. "", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/le-saint-genies.fr.html?label=gen173nr-1FCAMoTUIEdXplc0gNWARoFYgBAZgBDbgBGMgBDNgBAegBAfgBAogCAagCBLgC4aaNlAbAAgHSAiRhMGU3NGQ2Mi05NGE5LTQ0MjMtODAzZC01MGM4NzI2NjU1ZmLYAgXgAgE;sid=ef82c8d8698be08da667d7953012603f>,2
78,Park Hôtel Grenoble - MGallery,"8,9","45.18410131,5.73294818","[""Le Park Hôtel Grenoble - MGallery vous accueille dans le centre de Grenoble, au bord du parc Paul Mistral et à 2 minutes à pied d'un arrêt de tramway. Il propose des hébergements contemporains dotés d'une connexion Wi-Fi gratuite. Vous pourrez profiter d'un espace bien-être avec hammam, douche sensorielle et appareils de musculation."", ""Accessibles par un ascenseur, les chambres sont climatisées et spacieuses. Elles comprennent une télévision par satellite, à minibar gratuit ainsi qu'une salle de bains privative pourvue d'articles de toilette gratuits de la marque Clarins."", ""L'hôtel propose des repas dans son bar-salon ou dans votre chambre, à certains moments de la journée."", 'Vous rejoindrez le Palais des Sports en 5 minutes de marche et le World Trade Centre Grenoble en 10 minutes de tramway.', ""Une place de stationnement à tarif réduit pour une durée d'une nuit est à votre disposition à seulement 150 mètres. Enfin, vous trouverez des pistes de ski et des sentiers de randonnée en montagne à 30 minutes de route. "", ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nMGallery \n']",<200 https://www.booking.com/hotel/fr/park-grenoble.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
79,Hotel Europole,"7,9","45.19023755,5.71266398","['L’Hotel Europole propose des hébergements dans le centre de Grenoble, à moins de 100 mètres de la gare SNCF et à 3 minutes de marche du palais de justice.', ""Les chambres sont modernes et disposent de la climatisation, d'une télévision à écran plat ainsi que d'une connexion Wi-Fi. Elles sont desservies par un ascenseur."", 'La réception de l’hôtel est ouverte 24h/24, et des services de blanchisserie ainsi que de nettoyage à sec sont assurés.', 'L’Hotel Europole se trouve à 45 km de l’aéroport de Grenoble-Isère. Un parking public est disponible sur place. ', ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/europole.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
80,Hôtel Terminus,"7,6","45.19107826,5.71559832","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Terminus\xa0! "", ' pour économiser.', 'Cet hôtel Best Western est situé à Grenoble, en face des gares routière et SNCF. Il propose des chambres climatisées et insonorisées avec télévision par satellite et connexion Wi-Fi gratuite.', ""Le Hôtel Terminus dispose d'une réception ouverte 24h/24 et d'un service de change."", ""Le Terminus se trouve à 5 minutes du World Trade Center et à 1 kilomètre de l'autoroute A48, qui offre un accès facile à Lyon et à Genève."", ""Vous pourrez utiliser le service de location de vélos et de voitures de l'hôtel pour découvrir Grenoble et la région Rhône-Alpes. "", ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/hotelterminus.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
81,Hôtel Gloria,"7,7","45.19143788,5.71849845","['L’Hôtel Gloria vous accueille dans le centre-ville de Grenoble, à 200 mètres de l’autoroute A48 et à 300 mètres de Grenoble École de management.', 'Chaque chambre climatisée dispose d’une salle de bains privative, d’une télévision par satellite et d’une connexion Wi-Fi.', 'Le matin, vous pourrez déguster un petit-déjeuner continental dans la salle à manger de l’établissement.', 'L’Hôtel Gloria se trouve à seulement 200 mètres de l’arrêt de tramway le plus proche, d’où vous pourrez rejoindre les différents quartiers de la ville. Vous logerez également à 1 km de la cathédrale de Grenoble et à 800 mètres du Musée dauphinois. La gare SNCF de Grenoble est située à seulement 200 mètres. ', ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/gallia-grenoble.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
82,B&B Hôtel Grenoble Centre Verlaine,"6,8","45.16191002,5.71498275","['Le B&B Hôtel Grenoble Centre Verlaine propose des hébergements climatisés dotés d’une connexion Wi-Fi gratuite à seulement 3 km du centre de Grenoble et du parc des expositions SAEM Alpexpo. Un petit-déjeuner buffet est servi tous les matins.', 'Présentant une décoration moderne, les chambres sont insonorisées et disposent d’une télévision à écran plat. La suite comprend également une terrasse, une baignoire et un lecteur DVD.', 'Des plateaux-repas peuvent être servis pour le dîner de 18h00 à 20h30.', 'L’hôtel possède une bagagerie et un parking privé. Il est accessible par l’autoroute A480, située à 1,3 km, et se trouve à seulement 3 km de la galerie d’art moderne. Un parking public est disponible gratuitement à proximité, et vous pourrez accéder à un parking sécurisé payant sur place. ', '\n', '\nChaîne hôtelière/marque:\nB&B Hotels\n']",<200 https://www.booking.com/hotel/fr/b-amp-b-grenoble-centre-verlaine.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
83,Mercure Grenoble Centre Alpotel,"7,6","45.18327326,5.72969198","[""Le Mercure Grenoble Centre Alpotel est situé au cœur de Grenoble, à 2 km de Minatec. L'hôtel dispose d'un restaurant servant une cuisine régionale contemporaine."", ""Les chambres confortables, climatisées et insonorisées de cet établissement 4 étoiles sont dotées d'une connexion Wi-Fi."", ""Un petit-déjeuner buffet est servi tous les matins. Le soir, vous pourrez déguster des plats régionaux au Café Pourpre, le restaurant de l'hôtel."", ""Le Mercure Grenoble Centre Alpotel est situé à proximité de la gare TGV, tandis que l'Alpexpo et le centre de conventions WTC sont facilement accessibles en tramway. "", ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nMercure\n']",<200 https://www.booking.com/hotel/fr/mercure-grenoble-centre-alpotel.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
84,Hotel Mercure Grenoble Centre Président,"7,8","45.17849379,5.72029755","[""Situé à 10 minutes du centre-ville de Grenoble, l'Hôtel Mercure Grenoble Centre Président est accessible en tramway et par d'autres transports en commun. L'établissement propose l'accès gratuit à sa salle de sport, sa piscine, son sauna et son jacuzzi."", ""Décorées dans un style contemporain, les chambres disposent de la climatisation, d'une télévision à écran plat, d'une connexion Wi-Fi gratuite, ainsi que d'une cafetière. Toutes sont pourvues d'une salle de bains privative."", ""Le restaurant du Président vous servira une cuisine française traditionnelle et des plats régionaux. Du lundi au vendredi soir, vous pourrez accompagner vos repas de l'un des nombreux crus de la carte des Grands Vins Mercure."", ""Vous pourrez déguster un verre de vin ou un cocktail au bar de l'hôtel, le Sirius. Affichant une décoration africaine, ce bar doté d'une terrasse organise des animations musicales ainsi que des soirées à thème. Vous pourrez profiter gratuitement d'un massage le mardi."", 'Un parking privé est disponible sur place moyennant des frais supplémentaires. ', '\n', '\nChaîne hôtelière/marque:\nMercure\n']",<200 https://www.booking.com/hotel/fr/grand-mercure-grenoble-president.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
85,ibis Styles Grenoble Centre Gare,"7,9","45.19089537,5.71967997","[""L'hôtel ibis Styles Grenoble Centre Gare bénéficie d'un emplacement idéal, à seulement 300 mètres de la gare de Grenoble et 400 mètres du centre-ville historique. Il propose un hébergement contemporain avec climatisation et télévision à écran plat."", ""Dans la matinée, l'ibis Styles Grenoble Centre Gare sert un petit-déjeuner buffet complet. Vous pourrez prendre un verre au bar moderne, ouvert tous les jours. Des journaux sont à votre disposition."", ""Vous pourrez choisir entre des chambres et des suites. Tous les hébergements disposent de couettes et d'oreillers antistress. Leur salle de bains privative est pourvue d'une grande douche et d'un sèche-cheveux."", ""Une connexion Wi-Fi est disponible gratuitement dans l'ensemble de l'ibis Styles Grenoble Centre Gare, dont la réception est ouverte 24h/24. "", ""\nC'est le quartier préféré des voyageurs visitant Grenoble, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\nChaîne hôtelière/marque:\nibis Styles\n']",<200 https://www.booking.com/hotel/fr/all-seasons-grenoble-centre-gare-grenoble.fr.html?label=gen173nr-1FCAMoTUIIZ3Jlbm9ibGVIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4At6mjZQGwAIB0gIkMjVlZTI1MzktOTY4ZS00ODBkLThjODAtZDZhMGI5N2YwMDE22AIF4AIB&sid=62b71b5806dff56d60c341815247797b>,1
